company_name,brand,manufacturer_part_number,vendor_part_number,item_name,full_product_description,price,country_of_origin,upc,product_category,url,availability,date_crawled
acehardware,ooni,UU-P06401,8029781,Ooni 12 in Perforated Black/Silver Pizza Peel,"Our perforated aluminum Ooni 12 inch pizza peel is a high-quality, lightweight peel for sliding, turning and retrieving pizzas from your oven with ease. Use the tapered peel edge to slide straight under pizza bases, while the perforations mean a perfectly cooked pizza every time as steam is able to quickly evaporate and excess flour falls away from the pizza base.",69.99,CN,5060568341132,Ace Hardware > Outdoor Living > Grills and Smokers > Grilling Utensils/Tools,https://www.acehardware.com/departments/8029781,InStock,2026-01-28 14:36:33.437000
acehardware,blackstone,5462,8060761,Blackstone Stainless Steel Grill Burger Kit 3 pc,"Press, season and flip, the three step Blackstone formula to a perfectly delicious hamburger. The act of smashing your burger is a technique used around the world in the best burger joints. The Blackstone heavy duty wide hamburger spatula is ideal for flipping over those monster burgers and steaks.",69.99,VN,717604054628,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Cooking Accessories,https://www.acehardware.com/departments/8060761,InStock,2026-01-28 14:36:35.727000
acehardware,blackstone,4125,8063785,Blackstone Griddle Seasoning and Conditioner 6.5 oz 1 pk,The Blackstone Griddle Seasoning and Cast-Iron Conditioner is exactly what you need to make sure your griddle and cast iron are well seasoned and protected. This two-in-one product offers results you can trust to get your griddle ready for use or help maintain your current seasoning to prevent sticking and rust. This conditioner was specifically engineered for all of Blackstone griddle needs.,11.99,US,717604041253,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Cooking Accessories,https://www.acehardware.com/departments/8063785,InStock,2026-01-28 14:36:38.037000
acehardware,blackstone,5464,8065790,Blackstone Stainless Steel Silver Griddle Tool Set 6 pc,"6 piece griddle kit is the perfect add-on to your Blackstone cooking experience. 14 in. Stainless steel tongs are an ideal tool to lift delicate foods, as well as large cuts of meat. Use the 32 oz. Sauce/liquid bottle to hold water or oil so you can add moisture and flavor on demand. Using these same liquids, you can cool down a hot griddle, steam veggies and even remove cooked on food. The spatula scraper is a tool that makes it easy for you to clean or remove grease off your griddle.",74.99,KH,717604053225,Ace Hardware > Outdoor Living > Grills and Smokers > Grilling Utensils/Tools,https://www.acehardware.com/departments/8065790,InStock,2026-01-28 14:36:40.235000
acehardware,weber,7671,8050088,Weber Crafted Stone Grill Baking Stone 16 in. W 1 pk,"Bring your kitchen outside and create food never thought possible in your grill, with the WEBER CRAFTED Outdoor Kitchen Collection. Simply replace your right-side cooking grate with the WEBER CRAFTED Frame Kit and insert the WEBER CRAFTED Glazed Baking Stone designed to create perfectly crispy pizza crust.",99.99,CN,077924174377,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Cooking Accessories,https://www.acehardware.com/departments/8050088,InStock,2026-01-28 14:36:42.452000
acehardware,weber,6772,8067989,Weber Precision Stainless Steel Black/Silver Grill Tool Set 3 pc,"Flip burgers, turn vegetables or glaze your ribs with extra flavor. The 3-sided beveled edge spatula, hands-free locking tongs and full-size silicone basting brush in the Precision 3-Piece Grill Set are your everyday grilling essentials in one kit. All tools feature a soft-touch handle for a comfortable and secure grip.",54.99,CN,077924162336,Ace Hardware > Outdoor Living > Grills and Smokers > Grilling Utensils/Tools,https://www.acehardware.com/departments/8067989,InStock,2026-01-28 14:36:44.883000
acehardware,bayou-classic,200-490,8084268,Bayou Classic Aluminum Turkey Fryer Kit 30 qt 1 pk,"This versatile stockpot can also be used for large-scale entertaining and family meals; whether boiling a seafood feast, simmering chili and soups, or frying a turkey. Heavy riveted handles allow for easy transfer. Dining indoors or eating alfresco, Bayou Classic understands the importance of presentation, and is the preferred choice of adventurous backyard chefs everywhere",209.99,CN,050904204905,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Cooking Accessories,https://www.acehardware.com/departments/8084268,InStock,2026-01-28 14:36:47.811000
acehardware,b&b-charcoal,B00074D-48,8113261,B&B Charcoal All Natural Hickory and Oak Charcoal Briquettes 17.6 lb,B&amp;B Charcoal All Natural Competition Oak Briquets are a favorite among champion pitmasters. Burns slow or hot and the mild flavor is great for any protein. Made from charred hardwood and vegetable starch with no chemicals so it creates a great smoke flavor.,16.99,US,034326001748,Ace Hardware > Outdoor Living > Grills and Smokers > Charcoal,https://www.acehardware.com/departments/8113261,InStock,2026-01-28 14:36:51.118000
acehardware,louana,13152LOU,8108276,LouAna Southern Blend Frying Oil 3 gal Boxed,Peanut is the oil of choice among most experienced turkey fryers. LouAna peanut oil is the leading brand of peanut oil in the nation. It contains zero grams of trans fatty acids per serving and is naturally cholesterol-free.,49.99,US,026700101748,Ace Hardware > Home and Decor > Food and Beverage > Barbecue Sauces and Rubs,https://www.acehardware.com/departments/8108276,InStock,2026-01-28 14:36:53.311000
acehardware,weber,7436,8211740,"Weber Replacement 22"" Charcoal Hinged Grill Grate 22 in. 21.5 in. L X 21.5 in. W","Embrace the weather and get started grilling burgers, hot dogs, steaks, and more. The Weber Replacement Hinged Cooking Grate is a heavy-duty plated steel grate designed for use with 22-inch Weber charcoal grills, allowing you to explore a range of BBQ and outdoor cooking options. Grill grate offers easy access to add fuel during the cooking process; simply lift the hinged sides. This replacement cooking grate includes curved handgrips that can hang from kettle handles. When you aren&#39;t adding charcoal, it sits securely on the upper prongs of your outdoor grill. This durable, replacement grill grate makes grilling, cleaning, and maintenance simple. Weber grilling accessories are constructed to offer the same long-lasting level of performance as our grills, so your grilling is a success every time. This replacement hinged cooking grate is made of plated steel and the 1-year limited warranty means you can cook with confidence.",44.99,CN,077924074011,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Replacement Parts,https://www.acehardware.com/departments/8211740,InStock,2026-01-28 14:36:55.358000
acehardware,weber,6434,8212433,Weber Stainless Steel Grill Basket 13.8 in. L X 11.8 in. W 1 pk,"Vibrant, grilled vegetables scattered atop a crispy pizza. Charred zucchini and squash that compliment your favorite autumn feast. An array of diced veggies delicately seared to bring out flavors you never knew existed. Use the Deluxe Grilling Basket to prepare sliced veggies or even small pieces of meat with absolute ease.",35.99,TW,077924074882,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Cooking Accessories,https://www.acehardware.com/departments/8212433,InStock,2026-01-28 14:36:57.508000
acehardware,weber,6501,8212599,Weber Rubber Gas Line Hose and Adapter 72 in. L X 1.5 in. W For Weber,"Grill often and grill for many. Connect your grill to a full-size propane tank with the Adapter Hose, instead of relying on a disposable propane cylinder. This eliminates the worry of running out of fuel or constantly replacing a smaller tank when grilling for a crowd.",47.99,US,077924075018,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Replacement Parts,https://www.acehardware.com/departments/8212599,InStock,2026-01-28 14:36:59.693000
acehardware,traeger,PEL309,8306375,Traeger Premium All Natural Cherry Hardwood Pellets 20 lb,"With Traeger Cherry pellets, naturally enhance Beef, Chicken and Pork with a subtly sweet, fruity flavor. Our all-natural wood pellets fuel the fire and provide unmatched wood fired flavor. We&#39;ve spent years perfecting a premium, balanced blend of hardwoods for trusted performance and flavor.",19.99,US,634868910135,Ace Hardware > Outdoor Living > Grills and Smokers > Grilling Chips and Chunks,https://www.acehardware.com/departments/8306375,InStock,2026-01-28 14:37:02.526000
acehardware,traeger,PEL314,8306540,Traeger Premium All Natural Pecan Hardwood Pellets 20 lb,"Our expertly crafted, all-natural Pecan pellets burn slow and steady every time. This is the right choice for naturally enhancing your pork, chicken, vegetables, beef and pork with sweet, spicy, assertive flavor. We&#39;ve spent years perfecting a premium, balanced blend of hardwoods for trusted performance and flavor.",19.99,US,634868910142,Ace Hardware > Outdoor Living > Grills and Smokers > Grilling Chips and Chunks,https://www.acehardware.com/departments/8306540,InStock,2026-01-28 14:37:04.780000
acehardware,rockwood,RW20,8400772,Rockwood All Natural Hardwood Lump Charcoal 20 lb,"Rockwood&#39;s pure lump charcoal comes from premium Missouri oak, hickory and pecan, so it&#39;s free from chemicals, fillers, binders and other impurities. Its rich wood aroma complements the natural flavor of meats, fish and poultry. It&#39;s that simple.",39.99,US,850043476009,Ace Hardware > Outdoor Living > Grills and Smokers > Charcoal,https://www.acehardware.com/departments/8400772,InStock,2026-01-28 14:37:07.296000
acehardware,traeger,TFB88PZB,8474884,Traeger Pro Series 34 Wood Pellet Grill Bronze,"The Pro Series 34 new robust body style has a sawhorse chassis for added stability, a side lift bar, and all terrain wheels. New advanced grilling logic keeps the internal temperature within +/-15 deg. F for precision grilling. Average variance over an hour long cook after grill has properly reached initial set temp of 375 fahrenheit.  Ambient air temp 72 deg. F without wind.",729.99,CN,634868920387,Ace Hardware > Outdoor Living > Grills and Smokers > Pellet Grills,https://www.acehardware.com/departments/8474884,InStock,2026-01-28 14:37:10.682000
acehardware,traeger,TFB57PZB,8474793,Traeger Pro Series 22 Wood Pellet Grill Bronze,"The Pro Series 22 new robust body style has a sawhorse chassis for added stability, a side lift bar and all terrain wheels. New advanced grilling logic keeps the internal temperature within +/- 15 deg. fahrenheit for precision grilling. Average variance over an hour long cook after the grill has properly reached the initial set temp of 375 deg. fahrenheit. Ambient air temp 72 deg. fahrenheit without wind.",549.99,CN,634868920363,Ace Hardware > Outdoor Living > Grills and Smokers > Pellet Grills,https://www.acehardware.com/departments/8474793,InStock,2026-01-28 14:37:17.426000
acehardware,traeger,BAC407,8680159,Traeger Aluminum Bucket Liner 5.7 in. W x 5.7 in. L 5 pk,"Get a grip on your drip bucket maintenance with Traeger aluminum liners. Just drop one in before grilling and replace once it&#39;s full. These aluminum disposable bucket liner lets you ditch the mess and clean up quick. Simplify your clean up routine, just throw one in before getting your grill on and replace as needed.",17.99,CN,634868923067,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Replacement Parts,https://www.acehardware.com/departments/8680159,InStock,2026-01-28 14:37:24.594000
acehardware,traeger,TFT18KLD,8015015,Traeger Ranger Wood Pellet Portable Grill Black,"The Ranger is a compact, perfectly portable way to take your wood fired flavor wherever adventure takes you. The Ranger allows you to set a precise temperature in 5 degree increments, and the Keep Warm Mode holds your food at FDA approved 165 degrees Fahrenheit until it&#39;s time to eat. Next time adventure calls, answer it with the Traeger Ranger with Advanced Grilling convenience.",479.99,CN,634868926181,Ace Hardware > Outdoor Living > Grills and Smokers > Pellet Grills,https://www.acehardware.com/departments/8015015,InStock,2026-01-28 14:37:29.145000
acehardware,kingsford,10044600321032,8021785,Kingsford All Natural Original Charcoal Briquettes 16 lb,"Kingsford Original charcoal is the taste of summer, and it&#39;s been the gold standard of grilling for nearly 100 years. Each briquet is made with natural ingredients and real wood to ensure the smoky flavor barbecue lovers crave.",14.99,US,044600320649,Ace Hardware > Outdoor Living > Grills and Smokers > Charcoal,https://www.acehardware.com/departments/8021785,InStock,2026-01-28 14:37:34.214000
acehardware,traeger,BAC507,8022005,Traeger Aluminum Drip Tray Liner 22 in. L X 15.5 in. W For Traeger,"Keep the gunk out of your trunk with our Drip Tray Liners. Made of heat-proof aluminum, they just made grill maintenance a whole lot easier. Liners should rest fully on the grease pan and not cover any areas outside of the grease pan, as to not affect the temperature and performance of the grill.",22.99,CN,634868929144,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Cooking Accessories,https://www.acehardware.com/departments/8022005,InStock,2026-01-28 14:37:38.510000
acehardware,blackstone,5249,8030424,Blackstone 3/8 in. D X 10 ft. L Brass Quick Connect Natural Gas Conversion Kit,Convert your Blackstone outdoor griddle or stove from propane to natural gas. Gives you an uninterrupted fuel supply to your griddle or stove. Never worry about empty propane tanks again.,54.99,CN,717604052495,Ace Hardware > Outdoor Living > Grills and Smokers > Propane Cylinders and Accessories,https://www.acehardware.com/departments/8030424,InStock,2026-01-28 14:37:42.224000
acehardware,ooni,UU-P29400,8039744,Ooni Karu 12 Charcoal/Wood Chunk Outdoor Pizza Oven Silver,"Create authentic, stone baked pizza from anywhere with the Ooni Karu 12. It combines optimum, multi fuel performance with ultimate portability. It can reach up to 950F in just 20 minutes so you can make flame cooked, restaurant quality pizzas in as little as 60 seconds using wood, charcoal, or gas with the optional propabe burner accessory. At just 26.4 pounds, the Karu 12 is highly portable. It&#39;s just as at home on your balcony or backyard as it is on a camping trip. Whether you&#39;re at home or on the go, the Karu 12 is the portable and powerful addition to your pizza making set up.",349.00,CN,5060967392193,Ace Hardware > Outdoor Living > Grills and Smokers > Charcoal Grills,https://www.acehardware.com/departments/8039744,InStock,2026-01-28 14:37:44.996000
acehardware,ooni,UU-P0AB00,8046473,Ooni Koda 16 Propane Gas Outdoor Pizza Oven Black,"The Ooni Koda 16 gas powered pizza oven combines modern, show stopping design with the convenience of cooking with gas. The innovative L-shaped flame allows for one turn cooking and provides supreme flexibility and control. The Koda 16 can reach 950F in just 20 minutes, so you can cook pizza in just 60 seconds. Plus, the heat control dial gives you more fine control over the temperature. Its sleek, modern design also makes it an attractive addition to any outdoor kitchen.",649.00,CN,5060568342924,Ace Hardware > Outdoor Living > Grills and Smokers > Gas Grills,https://www.acehardware.com/departments/8046473,InStock,2026-01-28 14:37:47.426000
acehardware,weber,14418001,8060195,Weber 22 in. Ace Exclusive Original Kettle Premium Charcoal Grill Indigo,"Spark your passion for charcoal grilling with the Kettle that started it all. This Ace Exclusive Indigo Blue Original Kettle Premium charcoal grill boasts upgraded features, such as a hinged cooking grate allowing you to easily add charcoal while grilling, and the One-Touch cleaning system with high-capacity ash catcher, making for a smooth grilling experience from beginning to end. The angled lid hook provides a storage solution that means there&#39;s no more setting the grill lid on the ground while you cook. Now when you need to tend to food on the grill, you can hang the lid on the side.  *  * At 22 inches, this Weber charcoal grill provides you with enough space to grill 13 burgers at once, more than enough to keep family and friends happily fed at your next party or barbecue. Sturdy features such as the durable-plated steel cooking grate, rust-resistant aluminum damper, and all-weather wheels mean you&#39;ll be able to keep cooking delicious meals on this outdoor grill for years to come.",249.00,US,077924162282,Ace Hardware > Outdoor Living > Grills and Smokers > Charcoal Grills,https://www.acehardware.com/departments/8060195,InStock,2026-01-28 14:37:50.387000
acehardware,blackstone,2142,8065840,Blackstone Original 1 Burner Liquid Propane Tabletop Outdoor Griddle Black,"The Blackstone Original Tabletop Outdoor Griddle is perfect for cooking up your favorite foods. An H shape stainless-steel burner provides even heat distribution and a rear grease management system makes cleanup a breeze. The built-in igniter ensures complete heat control, while the adjustable-height rubber feet keep the griddle stable on uneven surfaces. Order yours today from Ace Hardware to complete your backyard bbq experience.",129.99,CN,717604021422,Ace Hardware > Outdoor Living > Grills and Smokers > Gas Grills,https://www.acehardware.com/departments/8065840,InStock,2026-01-28 14:37:52.827000
acehardware,meat-church,988031,8067128,Meat Church Texas Chili Seasoning 8 oz,"The famous Meat Church Texas Chili seasoning! You will get 5 batches out of this bag using the recipe above. This hearty, meaty chili will fill up the hungriest of appetites.",10.99,US,703355943892,Ace Hardware > Home and Decor > Food and Beverage > Barbecue Sauces and Rubs,https://www.acehardware.com/departments/8067128,InStock,2026-01-28 14:37:55.375000
acehardware,ooni,UU-P2F100,8068318,Ooni Modular Grill Table Stainless Steel 35 in. H X 31 in. W X 31 in. L,"Ooni Modular Tables are the perfect surface for your Ooni pizza oven and accessories. All Ooni pizza oven models fit perfectly on the stainless steel work surface and your propane tank will fit neatly on the lower shelf. Our tables are made of robust powder-coated carbon steel. They also feature two height-adjustable shelves and built-in hooks for your Ooni peels and accessories. Plus, the two lockable castors will keep your table steady while you cook.",325.00,CN,5060967393985,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Stands/Tables and Shelves,https://www.acehardware.com/departments/8068318,InStock,2026-01-28 14:37:57.608000
acehardware,traeger,PEL351,8068343,Traeger Turkey Blend Hardwood Pellets with Brine Kit All Natural Maple/Hickory 18 lb,"The ultimate Thanksgiving turkey starts with Traeger Limited Edition Turkey Blend Hardwood Pellets. Plus, this bag includes Traeger&#39;s Orange Brine and Turkey Rub Kit to help you cook the juiciest, tastiest turkey you have ever had. Traegers limited edition pellets feature artisanal blends of American hardwoods that were carefully selected to elevate the flavor of your food and help you create unforgettable meals.",29.99,US,634868938092,Ace Hardware > Outdoor Living > Grills and Smokers > Grilling Chips and Chunks,https://www.acehardware.com/departments/8068343,InStock,2026-01-28 14:38:00.149000
acehardware,weber,7670,8041568,Weber Crafted Searing Grate 16.3 in. L X 16 in. W,"Bring your kitchen outside, and create food never thought possible in your grill, with the Weber Crafted Outdoor Kitchen Collection. Simply replace your right-side cooking grate with the Weber Crafted Frame Kit and insert the Weber Crafted Dual Sided Searing Grate to create restaurant quality sear marks or use the reverse side to handle delicate foods such as fish. Explore the entire Weber Crafted Outdoor Kitchen Collection - roast, bake, flat top cook, steam, sear, crisp with grillware custom made to fit Weber grills.",99.99,CN,077924174391,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Grates/Grids,https://www.acehardware.com/departments/8041568,InStock,2026-01-28 14:38:02.445000
acehardware,weber,7673,8047912,Weber Crafted Stainless Steel Roasting Basket 19 in. W 1 pk,"Bring your kitchen outside and create food never thought possible in your grill, with the WEBER CRAFTED Outdoor Kitchen Collection. Simply replace your right-side cooking grate with the WEBER CRAFTED Frame Kit and insert the WEBER CRAFTED Roasting Basket to roast, small delicate food without it falling through the grate.",99.99,TW,077924174339,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Cooking Accessories,https://www.acehardware.com/departments/8047912,InStock,2026-01-28 14:38:04.720000
acehardware,weber,7758,8049066,Weber Genesis and Genesis II 400 Series Black Grill Cover For Genesis 400 and Genesis II 400 Series,"There&#39;s a secret to keeping your Genesis 400 Series grill looking great and working well for many seasons of grilling and barbecuing. With this black, durable Weber Premium Grill Cover there&#39;s no longer any reason to fear the elements. It&#39;s constructed of weather-resistant materials and designed to protect your grill through light spring showers and heavy rainstorms. This grill cover also comes with fastening straps to keep it anchored and secure, even in the harshest conditions. With the lightweight fabric and custom fit, you won&#39;t find yourself struggling at the end of the day, because putting the cover in place is a breeze. We recommend using a Weber water-resistant grill cover regularly to extend the functionality and appearance of your outdoor grill, so you can continue grilling delicious meals your family and friends will love for years to come. Please note: This grill cover is compatible with the Weber Genesis and Genesis II 400 Series Grills.",106.49,KH,077924177712,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Covers,https://www.acehardware.com/departments/8049066,InStock,2026-01-28 14:38:07.802000
acehardware,traeger,TFB93RLG,8082912,Traeger Ironwood XL Wood Pellet WiFi Grill Black,"The all-new Ironwood XL is here to deliver Wood-Fired Flavor, Elevated. It is completely redesigned to help you explore new flavor profiles and turn up the heat for a scorching good time. Elevate your craft with the mighty Ironwood. Experience the evolution of wood-fired flavor with the all-new Traeger Ironwood. You will discover next-level consistency in your cooks, unrivaled wood-fired flavor, and game-changing customization options that let you create the perfect grill for your cooking style.","2,199.99",CN,634868935152,Ace Hardware > Outdoor Living > Grills and Smokers > Pellet Grills,https://www.acehardware.com/departments/8082912,InStock,2026-01-28 14:38:12.926000
acehardware,traeger,TF3CN59AU,8083728,Traeger Flatrock 3 Burner Liquid Propane Outdoor Griddle Black,"Take your grilling game to the next level with the Traeger 3 Burner Liquid Propane Outdoor Griddle. This flat top grill is perfect for griddling, frying, steaming, sauteing, and more. Plus, the TruZone temperature control features three distinct, insulated cooking zones. And the FlameLock construction improves fuel efficiency giving you more bang for your buck. So why wait Order your Traeger 3 Burner Liquid Propane Outdoor Griddle today from Ace Hardware.",999.99,VN,634868940958,Ace Hardware > Outdoor Living > Grills and Smokers > Gas Grills,https://www.acehardware.com/departments/8083728,InStock,2026-01-28 14:38:15.302000
acehardware,traeger,TFB61RLG,8084260,Traeger Ironwood Wood Pellet WiFi Grill Black,"The all-new Ironwood is here to deliver Wood-Fired Flavor, Elevated. It is completely redesigned to help you explore new flavor profiles and turn up the heat for a scorching good time. Elevate your craft with the mighty Ironwood. Experience the evolution of wood-fired flavor with the all-new Traeger Ironwood. You will discover next-level consistency in your cooks, unrivaled wood-fired flavor, and game-changing customization options that let you create the perfect grill for your cooking style.","1,999.99",CN,634868935145,Ace Hardware > Outdoor Living > Grills and Smokers > Pellet Grills,https://www.acehardware.com/departments/8084260,InStock,2026-01-28 14:38:18.881000
acehardware,weber,6789,8084663,Weber Genesis 400 Series Rust Resistant Griddle Insert 32.7 in. L X 18.7 in. W 1 pk,"Griddle whenever you want on the grill you already own with the Genesis Full-Size Griddle Insert. Engineered to seamlessly fit your Genesis and Genesis II 400 Series gas grill, 2016 and newer, it allows you to transform the entire grilling surface and access an outdoor griddle in seconds. Constructed of durable carbon steel, this griddle leverages your grill&#39;s superior burners to provide even, edge-to-edge heat for sauteing, browning, or searing. From pancakes and eggs to fajitas and veggies, uncover a whole new world of outdoor cooking. And the grease management system in this griddle accessory is designed to be compatible with your grill, preventing spilling and effectively capturing grease to reduce messes. Want to keep it safe when you&#39;re not cooking? Store your griddle insert in a Weber storage bag (sold separately). Savor the best of both worlds without having to add or store another grill. Get your griddle on.",319.99,CN,077924193767,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Cooking Accessories,https://www.acehardware.com/departments/8084663,InStock,2026-01-28 14:38:21.532000
acehardware,traeger,PEL359,8084679,Traeger BBQ Select All Natural Oak/Hickory/Maple Hardwood Pellets 30 lb,"Cook longer and more often with Traeger&#39;s BBQ Select hardwood pellet. These pellets feature 50%  more pellets than Traeger&#39;s standard 20 lb. bags to give you more cooks per bag. The blend features the all natural flavors of oak, hickory and maple to offer a versatile smoke taste that enhances the flavor of all your wood fired foods.",24.99,US,634868945212,Ace Hardware > Outdoor Living > Grills and Smokers > Grilling Chips and Chunks,https://www.acehardware.com/departments/8084679,InStock,2026-01-28 14:38:24.087000
acehardware,weber,6278,8066754,Weber Grill Brush 18 in. H X 1 in. L X 7 in. W 1 pk,"Cleaning your outdoor grill before a long cooking session doesn&#39;t have to be a headache. The Weber Three-Sided Grill Brush is designed to effectively remove grease and debris from cooking grates of all sizes. The comfort-hold handle design provides a secure grip and extra leverage when you&#39;re brushing off stuck-on food or cleaning tight spaces. BBQ grill brush also has dense, stainless steel bristles that maintain their integrity throughout frequent uses and stand up to tricky, hardened grease. At 18 inches long, this brush ensures that every inch of your grill is within reach. Now you can scrub larger areas and get into tight corners. This three-sided grill cleaning brush does it all, so you can focus on grilling delicious dishes instead of a lengthy prep process. We recommend using this Weber grill brush to clean your grates before each use so that your grill lasts longer and your next meal is as delicious as the one before.",19.99,CN,077924159534,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Brushes and Cleaners,https://www.acehardware.com/departments/8066754,InStock,2026-01-28 14:38:26.365000
acehardware,smokey-woods,SW-30-45-1728,8087485,Smokey Woods All Natural Post Oak Cooking Logs 1 cu ft,"Cooking with firewood on an offset smoker and the like can be a bit more challenging than using charcoal or gas, but with enough practice, it will yield the best overall results. There is just something special about the community and social aspect of outdoor cooking. Our wood imparts a distinct and natural flavor to the food that is being cooked. Our sticks are perfect for vertical or offset smokers and pit barrels. Or just use for clean, aromatic bonfire.",26.99,US,794811269557,Ace Hardware > Outdoor Living > Grills and Smokers > Grilling Chips and Chunks,https://www.acehardware.com/departments/8087485,InStock,2026-01-28 14:38:28.821000
acehardware,ooni,UU-P30300,8088236,Ooni Karu 2 Charcoal/Wood Chunk Outdoor Pizza Oven Foundry Black,"Ooni Karu 2, the world&#39;s most advanced portable pizza oven. With over a decade of engineering experience and feedback from thousands of customers to draw from, every detail has been optimized in the development of the Karu 2.  *  * With its borosilicate glass door with ClearView technology, integrated thermometer, powder-coated oven body, and advanced airflow management system, this oven was designed to deliver a superior pizza-making experience.  *  * The Ooni Karu 2 reaches cooking temperatures in as little as 15 mintues, has a top temperature of 950F, and cooks 12in pizzas in just 60 seconds. Fill the Karu 2&#39;s extra large fuel tray with wood or charcoal for a traditional wood-fired experience, or us the gas burner (sold separately) for easy propane-fueled baking that uses 36% less gas than previous models.  *  * This oven is perfect for beginners and experienced pizza-makers alike. And it&#39;s ultraportable, so you can enjoy the freedom to cook amazing pizza year-round in your garden or on your next outdoor adventure.",449.00,CN,5060967394821,Ace Hardware > Outdoor Living > Grills and Smokers > Pizza Ovens,https://www.acehardware.com/departments/8088236,InStock,2026-01-28 14:38:31.160000
acehardware,ooni,UU-P25B00,8090020,Ooni LCD Infrared Thermometer,"Remove the guesswork from your pizza making with the Ooni digital infrared thermometer. This laser guided, high precision tool is calibrated to read the extreme temperatures on Ooni baking stones so you get the perfect bake every time. Designed for use during heat up and recharge periods, the Ooni digital infrared thermometer ensures you always have a clear understanding of when your pizza stone is ready to cook. Numerical and color coded temperature displays allow you to select your preferred interface and switch effortlessly between laser guided spot measurements and wider area scans. The high resolution LCD full color digital display delivers temperature information in less than 300 milliseconds, while temperature scan mode allows you to easily determine minimum, maximum, and average surface temperatures for ultimate accuracy to within 4 degree fahrenheit. The thermometer comes calibrated specifically for the cordierite baking stones used inside Ooni ovens, but an adjustable emissivity setting lets you easily read steel and other materials and finishes and cast iron.",69.99,CN,5060967391301,Ace Hardware > Outdoor Living > Grills and Smokers > Grill Thermometers,https://www.acehardware.com/departments/8090020,InStock,2026-01-28 14:38:33.826000
acehardware,weber,1500533,8091351,Weber Genesis E-325 3 Burner Liquid Propane Grill Black,"The 3-burner, black Genesis E-325 propane gas grill delivers legendary Weber quality, performance, and durability. It&#39;s a grill you can rely on for summer barbecues and outdoor cooking for family and friends. The PureBlu burner system sets this grill apart from the pack featuring unique, tapered burner tubes that generate consistent pressure and flames, and deliver even heat across the grilling surface. Flames are directed above the raised gas ports, while food debris falls below minimizing clogging and ensuring the grill lights every time. The generous cooking surface allows you to prepare multiple burgers and steaks simultaneously. *  * You can also extend your outdoor cooking capabilities and explore a variety of techniques with the help of the compatible WEBER CRAFTED Outdoor Kitchen Collection. The Genesis gas grill is built to last and backed with a warranty, so you can enjoy season after season of peak grilling performance. Liquid Propane tank sold separately.",949.00,CN,077924999673,Ace Hardware > Outdoor Living > Grills and Smokers > Gas Grills,https://www.acehardware.com/departments/8091351,InStock,2026-01-28 14:38:38.126000
acehardware,weber,1500568,8091353,Weber Genesis S-315 3 Burner Liquid Propane Grill Stainless Steel,"The 3-burner, porcelain-enamel Genesis S-315 propane gas grill delivers legendary Weber quality, performance, and durability. It&#39;s a grill you can rely on for summer barbecues and outdoor cooking for family and friends. The PureBlu burner system sets this grill apart from the pack, featuring unique, tapered burner tubes that generate consistent pressure and flames, and deliver even heat across the grilling surface. Flames are directed above the raised gas ports, while food debris falls below minimizing clogging and ensuring the grill lights every time. The generous cooking surface allows you to prepare multiple burgers and steaks simultaneously. You can also extend your outdoor cooking capabilities and explore a variety of techniques with the help of the compatible WEBER CRAFTED Outdoor Kitchen Collection. The Genesis gas grill is built to last and backed with a warranty, so you can enjoy season after season of peak grilling performance. Liquid Propane tank sold separately.",999.00,CN,077924999758,Ace Hardware > Outdoor Living > Grills and Smokers > Gas Grills,https://www.acehardware.com/departments/8091353,InStock,2026-01-28 14:38:42.771000
acehardware,weber,1500576,8091364,Weber Genesis E-330 3 Burner Liquid Propane Grill Black,"The 3-burner, black Genesis E-330 propane gas grill with built-in grill locker delivers legendary Weber quality, performance, and durability. It&#39;s a grill you can rely on for summer barbecues and outdoor cooking. The PureBlu burner system sets this grill apart from the pack featuring unique, tapered burner tubes that generate consistent pressure and flames and deliver even heat across the grilling surface. Flames are directed above the raised gas ports, while food debris falls below minimizing clogging and ensuring the grill lights every time. The grill&#39;s extra-large sear zone allows you to prepare multiple burgers and steaks simultaneously. *  * You can also extend your outdoor cooking capabilities and explore a variety of techniques with the help of the compatible WEBER CRAFTED Outdoor Kitchen Collection. These cooking grates accommodate frame kit and custom-fit grillware (sold separately). This gas grill is built to last and backed with a warranty. Liquid Propane tank sold separately.","1,099.00",CN,077924999697,Ace Hardware > Outdoor Living > Grills and Smokers > Gas Grills,https://www.acehardware.com/departments/8091364,InStock,2026-01-28 14:38:49.154000
